index,timestamp,host,content_type,http_authorization,http_user_agent,remote_addr,request,request_body,request_method,request_time,response_status,message,vegeta_format,request_body_file,endpoint
75,"04/28/2021, 22:34:53",3.208.148.212,,,Go-http-client/1.1,1.55.250.226,GET /js/controller/CustomerController.js HTTP/1.1,,GET,0.001,200,GET /js/controller/CustomerController.js HTTP/1.1,GET http://3.208.148.212/js/controller/CustomerController.js,,/js/controller/CustomerController.js
76,"04/28/2021, 22:36:43",3.208.148.212,,,Go-http-client/1.1,1.55.250.226,GET /rest/books HTTP/1.1,,GET,0.002,200,GET /rest/books HTTP/1.1,GET http://3.208.148.212/rest/books,,/rest/books
77,"04/28/2021, 22:34:53",3.208.148.212,,,Go-http-client/1.1,1.55.250.226,GET /rest/books HTTP/1.1,,GET,0.001,200,GET /rest/books HTTP/1.1,GET http://3.208.148.212/rest/books,,/rest/books
78,"04/28/2021, 22:34:53",3.208.148.212,,,Go-http-client/1.1,1.55.250.226,GET /js/controller/CustomerController.js HTTP/1.1,,GET,0.001,200,GET /js/controller/CustomerController.js HTTP/1.1,GET http://3.208.148.212/js/controller/CustomerController.js,,/js/controller/CustomerController.js
79,"04/28/2021, 22:34:53",3.208.148.212,,,Go-http-client/1.1,1.55.250.226,GET /js/controller/CustomerController.js HTTP/1.1,,GET,0.001,200,GET /js/controller/CustomerController.js HTTP/1.1,GET http://3.208.148.212/js/controller/CustomerController.js,,/js/controller/CustomerController.js
80,"04/28/2021, 22:34:53",3.208.148.212,,,Go-http-client/1.1,1.55.250.226,GET /js/controller/HomeController.js HTTP/1.1,,GET,0.001,200,GET /js/controller/HomeController.js HTTP/1.1,GET http://3.208.148.212/js/controller/HomeController.js,,/js/controller/HomeController.js
81,"04/28/2021, 22:34:53",3.208.148.212,,,Go-http-client/1.1,1.55.250.226,GET /js/controller/CustomerController.js HTTP/1.1,,GET,0.0,200,GET /js/controller/CustomerController.js HTTP/1.1,GET http://3.208.148.212/js/controller/CustomerController.js,,/js/controller/CustomerController.js
82,"04/28/2021, 22:34:53",3.208.148.212,,,Go-http-client/1.1,1.55.250.226,GET /rest/books HTTP/1.1,,GET,0.001,200,GET /rest/books HTTP/1.1,GET http://3.208.148.212/rest/books,,/rest/books
83,"04/28/2021, 22:34:53",3.208.148.212,,,Go-http-client/1.1,1.55.250.226,GET /js/controller/CustomerController.js HTTP/1.1,,GET,0.001,200,GET /js/controller/CustomerController.js HTTP/1.1,GET http://3.208.148.212/js/controller/CustomerController.js,,/js/controller/CustomerController.js
84,"04/28/2021, 22:34:53",3.208.148.212,,,Go-http-client/1.1,1.55.250.226,GET /views/books.html HTTP/1.1,,GET,0.0,200,GET /views/books.html HTTP/1.1,GET http://3.208.148.212/views/books.html,,/views/books.html
